"reviews_per_month";"name";"host_name";"neighbourhood_group";"neighbourhood";"latitude";"longitude";"room_type";"price";"minimum_nights";"number_of_reviews";"calculated_host_listings_count";"availability_365"
0.22;"Relaxing Ridgewood Apartment";"Erin";"Queens";"Ridgewood";40.70804;-73.89747;"Entire home/apt";105;7;2;1;93
0.97;"Charming and Spacious East Village apartment!";"Jorge";"Manhattan";"East Village";40.72935;-73.99054;"Entire home/apt";250;2;10;1;188
3.45;"Modern Staten Island Townhouse- Welcome home!";"Arika";"Staten Island";"Randall Manor";40.6406;-74.11702;"Entire home/apt";67;2;39;1;45
0.09;"Central to everything, Spacious, Sunny & No MarkUp";"Michael";"Manhattan";"Hell's Kitchen";40.76463;-73.99128;"Entire home/apt";550;3;1;1;353
2.88;"Cozy 2 bedroom in Bedford Stuyvesant";"Chao";"Brooklyn";"Bedford-Stuyvesant";40.68634;-73.93817;"Entire home/apt";126;2;30;2;35
1.0;"Cozy & quiet living experience in a trending area";"Aysu";"Brooklyn";"Bedford-Stuyvesant";40.68221;-73.94487;"Private room";61;2;1;1;349
4.48;"2BR Apartment in Manhattan - 8m from Times Square";"Sean";"Manhattan";"Hell's Kitchen";40.75607;-73.9941;"Entire home/apt";200;3;10;1;206
3.4;"Most beautiful bedroom in Harlem";"Maxime C/Armande C";"Manhattan";"East Harlem";40.80874;-73.94038;"Private room";90;2;38;6;178
1.16;"Beautiful Apartment in Brooklyn Heights";"Jasna";"Brooklyn";"Brooklyn Heights";40.6987;-73.99275;"Entire home/apt";155;1;12;1;6
0.0;"HARLEM ROCKS/BEST APARtMENT";"Maxime C/Armande C";"Manhattan";"East Harlem";40.807;-73.93976;"Entire home/apt";400;2;0;6;173
0.0;"2BR ON BROADWAY & WEST 71ST STREET";"Pranjal";"Manhattan";"Upper West Side";40.77725;-73.98407;"Entire home/apt";250;30;0;65;334
0.32;"Peaceful Retreat, One stop from Manhattan";"Sara";"Queens";"Long Island City";40.74583;-73.95363;"Entire home/apt";150;3;2;1;3
0.79;"Peaceful loft";"Dave";"Manhattan";"East Harlem";40.79232;-73.94156;"Private room";85;3;2;6;90
0.2;"New York Po home sweet home";"Hellen";"Manhattan";"East Harlem";40.8093;-73.93747;"Shared room";220;4;2;1;41
4.19;"private room in east williamsburg spacious loft";"Anthony";"Brooklyn";"Williamsburg";40.71031;-73.93623;"Private room";58;3;46;2;126
3.45;"Brooklyn House";"Ava";"Brooklyn";"Dyker Heights";40.61699;-74.01042;"Private room";55;1;39;1;45
0.0;"Luxury studio on West 91st & Broadway";"Pranjal";"Manhattan";"Upper West Side";40.79026;-73.97304;"Entire home/apt";175;30;0;65;364
4.26;"Private room in east Williamsburg Brooklyn Loft";"Anthony";"Brooklyn";"Williamsburg";40.70859;-73.93572;"Private room";58;3;47;2;188
1.23;"Signature-Manhattan-Studio";"Eugene";"Manhattan";"Kips Bay";40.73932;-73.97764;"Entire home/apt";140;5;13;1;24
0.24;"George's Miraculous Studio";"George";"Manhattan";"Kips Bay";40.73967;-73.98171;"Entire home/apt";160;10;2;1;81
0.65;"Test Drive A Historic Brownstone in Brooklyn!";"Cheryl";"Brooklyn";"Bedford-Stuyvesant";40.68726;-73.94176;"Entire home/apt";125;21;2;1;250
1.17;"Private 2 Bd Guest House. Great for Quiet Getaway";"Eddie";"Queens";"Rego Park";40.71662;-73.85971;"Entire home/apt";140;2;11;4;335
3.12;"Upper West Side Apartment";"Harold & Rose";"Manhattan";"Harlem";40.80329;-73.957;"Entire home/apt";126;4;34;1;90
0.58;"Cozy house in Woodside, comfortable are!!";"Shogo";"Queens";"Woodside";40.7423;-73.89426;"Private room";35;30;2;15;5
2.44;"Spacious paradise all by urself DT Flushing Mainst";"Tony";"Queens";"Flushing";40.75676;-73.83288;"Entire home/apt";159;2;7;7;67
5.88;"Bedroom Three (Master) in House Near JFK Airport";"Cando";"Queens";"South Ozone Park";40.67261;-73.79675;"Private room";99;1;49;3;38
0.54;"Modern room with great light, privacy nr J train";"Timothy";"Brooklyn";"Bushwick";40.68596;-73.914;"Private room";63;5;6;7;133
0.27;"Luxurious Modern Queen Bedroom in Brand New Apt";"Timothy";"Brooklyn";"Bushwick";40.68654;-73.91454;"Private room";63;6;3;7;187
3.4;"**Studio Apartment 20 min. From MANHATTAN **";"Chris And Jocelyn";"Queens";"Middle Village";40.71775;-73.87488;"Entire home/apt";85;2;36;1;290
1.4;"Modern Stay with a Balcony View in the City";"Chris";"Manhattan";"East Harlem";40.79505;-73.93126;"Entire home/apt";199;2;15;2;230
0.0;"Cozy Greenpoint";"Sally";"Brooklyn";"Greenpoint";40.72208;-73.94275;"Entire home/apt";315;2;0;2;364
0.81;"TAO (The Ascending Oasis)";"David";"Brooklyn";"East Flatbush";40.63558;-73.94929;"Entire home/apt";199;3;9;1;353
0.27;"Sunny Huge Room 3rd Floor";"Lucy";"Brooklyn";"Bedford-Stuyvesant";40.68323;-73.95108;"Private room";40;30;2;3;331
0.22;"Myrtle the Turtle Room";"Michael";"Brooklyn";"Bushwick";40.69854;-73.92373;"Private room";106;1;2;2;5
1.43;"Spectacular Loft Like Garden Floor";"Leigh";"Manhattan";"Harlem";40.80804;-73.95373;"Entire home/apt";195;2;14;1;33
6.1;"SHORT LAYOVER/Weekend GETAWAY FOR 2 Cozy Studio";"Shondel";"Queens";"Jamaica";40.68078;-73.79492;"Entire home/apt";75;1;63;1;61
0.0;"New york Multi-unit building";"Sata";"Queens";"Jamaica";40.70653;-73.80561;"Entire home/apt";1000;2;0;5;365
5.46;"Spacious 2 bdrm -1 block to train, 12 mins to city";"William";"Brooklyn";"Williamsburg";40.71283;-73.94157;"Entire home/apt";160;2;59;2;23
0.0;"Palatial Serenity Close to Central Park & Museums";"Lia";"Manhattan";"Upper East Side";40.76515;-73.96662;"Entire home/apt";185;30;0;6;123
0.25;"Central Park High Floor Luxury One bedroom";"Mat";"Manhattan";"Upper West Side";40.79285;-73.9676;"Entire home/apt";264;30;2;10;343
2.31;"A Quiet Space";"Gwen";"Brooklyn";"Canarsie";40.62831;-73.89876;"Private room";40;3;23;1;357
2.1;"Breathtaking views in this unique, brand new apt";"Lev";"Queens";"Astoria";40.77198;-73.92206;"Entire home/apt";120;3;23;1;16
3.75;"Heart of Bushwick minutes to the L train";"John";"Brooklyn";"Bushwick";40.70192;-73.9168;"Private room";65;1;31;3;134
0.73;"Luxury 2 bdrm Apt near Soho with huge patio";"Timothy";"Manhattan";"Chinatown";40.71882;-73.99652;"Entire home/apt";350;2;8;1;52
0.6;"Luxurious West Village Studio with Zen Garden";"Jordan";"Manhattan";"West Village";40.73495;-74.00402;"Entire home/apt";190;30;5;1;130
2.0;"Amazingly convenient Lower Manhattan 1 Bedroom";"Elijah";"Manhattan";"Chinatown";40.71709;-73.99746;"Entire home/apt";180;2;19;1;179
0.47;"Le Bain";"Saeko";"Brooklyn";"Bedford-Stuyvesant";40.6813;-73.93304;"Entire home/apt";150;5;4;1;160
2.03;"Quality accommodation in a prime location!";"Kate";"Manhattan";"Chelsea";40.74752;-73.9976;"Private room";225;3;21;1;8
0.88;"*Cozy Room in Manhattan with Private Living Room*";"Carlos Ivan";"Manhattan";"East Harlem";40.79917;-73.93716;"Private room";111;3;9;1;3
2.34;"Bright and Modern Luxury Master Room";"Vanessa";"Manhattan";"Harlem";40.82287;-73.95394;"Private room";150;2;26;2;55
0.18;"Quaint Apartment in East Harlem";"Maria";"Manhattan";"East Harlem";40.79578;-73.93398;"Entire home/apt";145;5;2;2;1
0.0;"Country Living Magazine's Inn of the Month!";"Lia";"Manhattan";"Upper East Side";40.76389;-73.96808;"Entire home/apt";135;30;0;6;178
0.63;"1 bed entire apartment Williamsburg";"James";"Brooklyn";"Williamsburg";40.71832;-73.95566;"Entire home/apt";150;4;7;1;5
1.3;"Beautiful Large Room in Prime Rockaway Location";"Erik";"Queens";"Rockaway Beach";40.58754;-73.81296;"Private room";53;1;14;1;357
0.0;"Private Room in Bed-stuy";"Samuel";"Brooklyn";"Crown Heights";40.67829;-73.9505;"Private room";60;2;0;1;40
4.08;"Private .5 bath/ Queen Room Bushwick Brooklyn, NYC";"Victor";"Brooklyn";"Bushwick";40.69383;-73.92068;"Private room";35;2;43;2;15
6.0;"Two bedroom apt w/parking 10mins to LGA & Flushing";"Henry";"Queens";"College Point";40.77859;-73.84323;"Entire home/apt";100;1;62;2;77
1.82;"Peaceful Living";"Sarah";"Queens";"Springfield Gardens";40.6609;-73.75633;"Entire home/apt";100;2;4;1;178
0.92;"Affordable cozy private room in Fresh Meadows";"Jackie";"Queens";"Flushing";40.73781;-73.80845;"Private room";62;1;10;5;90
0.11;"Private Suite";"Dennis";"Queens";"Astoria";40.75759;-73.91703;"Private room";90;5;1;1;69
1.42;"Private room Flushing Queens, 15 min from 7train";"Paolo";"Queens";"Flushing";40.7423;-73.8047;"Private room";38;1;16;1;362
2.38;"Aesthetically Designed Modern Private Room";"Vanessa";"Manhattan";"Harlem";40.82221;-73.95606;"Private room";150;2;24;2;47
3.7;"Comfortable Duplex Studio with Balcony! Near train";"Rachel";"Brooklyn";"Midwood";40.62258;-73.97398;"Entire home/apt";139;2;41;1;62
4.5;"The Best apartment in Bayridge";"Veronica";"Brooklyn";"Bay Ridge";40.6294;-74.02258;"Entire home/apt";80;3;39;1;8
0.77;"Brooklyn Room with private rooftop";"Alejandro";"Brooklyn";"Bedford-Stuyvesant";40.6922;-73.9415;"Private room";85;3;8;2;63
5.61;"Great Apt With Balcony and Steps To The Subway";"Mariana";"Brooklyn";"Bedford-Stuyvesant";40.67712;-73.9226;"Entire home/apt";148;1;63;1;82
1.42;"Sun drenched Artsy One Bedroom";"Sandy";"Brooklyn";"East Flatbush";40.6648;-73.92672;"Entire home/apt";115;1;15;1;48
0.0;"Close to Manhattan Quiet Residential Area";"Dimitri";"Staten Island";"Shore Acres";40.6075;-74.06679;"Private room";100;3;0;1;90
0.13;"Private Room in Quiet 2 Bedroom";"Sylvia";"Brooklyn";"Windsor Terrace";40.65668;-73.97827;"Private room";75;4;1;1;82
3.34;"Sleek, modern apartment in trendy Bushwick";"Elisa";"Brooklyn";"Bushwick";40.70098;-73.92135;"Private room";75;1;37;1;294
1.87;"ONLY 4.3 MILES TO MANHATTAN";"Charles";"Queens";"Maspeth";40.72373;-73.90881;"Entire home/apt";196;2;21;3;202
1.02;"Spacious, Bright Harlem Treetop Duplex";"Jean";"Manhattan";"Harlem";40.80734;-73.94201;"Entire home/apt";290;3;11;1;85
6.51;"ELEXEY'S COMFORT....This room is small and cozy.";"Michelle";"Queens";"St. Albans";40.70531;-73.75835;"Private room";46;2;71;3;340
1.33;"Bright & modern one bed in heart of Williamsburg!";"Risa";"Brooklyn";"Williamsburg";40.71786;-73.95434;"Entire home/apt";175;1;15;1;8
1.24;"Private room with king sized bed in Brooklyn.";"Kristine";"Brooklyn";"Crown Heights";40.67194;-73.96208;"Private room";100;1;12;3;2
1.2;"THE GARDEN ROOM";"Michael";"Brooklyn";"Bushwick";40.69633;-73.927;"Private room";65;5;13;2;310
2.78;"Exótico";"Carlos";"Queens";"Sunnyside";40.74233;-73.9125;"Shared room";30;1;30;1;157
0.53;"Brooklyn Cozy Corner";"Holly";"Brooklyn";"Brownsville";40.65934;-73.90245;"Private room";45;7;5;1;168
0.55;"Staten Island Apartment";"Jonathan";"Staten Island";"Tompkinsville";40.63461;-74.08937;"Private room";55;3;6;3;154
0.0;"One Private Bedroom - near Astoria, NY & LGA";"Coco";"Queens";"East Elmhurst";40.7653;-73.86729;"Private room";89;3;0;2;23
2.42;"Luxury in classic brownstone. Oversized 1 bedroom.";"Tala";"Brooklyn";"Bedford-Stuyvesant";40.68249;-73.93916;"Entire home/apt";165;5;25;1;127
3.37;"Spectacular East Village Loft";"Chris";"Manhattan";"East Village";40.73052;-73.98277;"Entire home/apt";450;3;34;1;80
0.53;"Nice Bayside 1 bedroom Apartment";"Miranda";"Queens";"Bayside";40.76731;-73.76288;"Entire home/apt";115;1;6;1;179
0.0;"New condo in LES/China Town, elevator";"Ha";"Manhattan";"Chinatown";40.71579;-73.99285;"Private room";130;3;0;4;222
0.55;"Empire State views LUXURY 3BR/2BA w terrace+Gym";"Maya";"Manhattan";"Murray Hill";40.74828;-73.97917;"Entire home/apt";799;5;5;1;340
5.28;"★Private Guest Suite in a great location ★";"Chris";"Queens";"Woodhaven";40.69783;-73.85221;"Private room";70;2;53;1;108
1.81;"New york Lovely Guest Room.";"Frances";"Queens";"Flushing";40.73662;-73.82764;"Private room";50;1;20;2;188
5.67;"Brooklyn modern Apartment steps to the L train ;-)";"Roger";"Brooklyn";"Bushwick";40.68397;-73.9074;"Entire home/apt";138;2;62;1;151
0.22;"Gorgeous Room With Private Entrance & Backyard";"Alessandra";"Queens";"Ridgewood";40.7043;-73.91137;"Private room";50;5;2;1;15
0.11;"Darling Duplex on UES";"Sam";"Manhattan";"Upper East Side";40.77454;-73.95454;"Entire home/apt";250;30;1;1;60
2.6;"Double, Cozy Room only 20 min to NYC";"Eliana";"Queens";"Ridgewood";40.70134;-73.909;"Private room";89;1;28;2;212
0.11;"Lovely Manhattan Room near GCT / Central Park";"Kazuya";"Manhattan";"East Harlem";40.79461;-73.94199;"Private room";36;30;1;103;199
0.0;"Sonder | Hanover Square | Pristine 1BR + Rooftop";"Sonder";"Manhattan";"Financial District";40.70514;-74.00914;"Entire home/apt";159;29;0;96;325
1.62;"Stylish 1 bedroom, Upper East Side, E91st";"Mariah";"Manhattan";"Upper East Side";40.78051;-73.94809;"Entire home/apt";160;1;17;1;5
1.0;"Spacious apartment, 20 mins to Manhattan";"Jonathan";"Queens";"Ridgewood";40.70147;-73.9047;"Entire home/apt";170;14;1;2;106
0.0;"Vie's NY Unique crashpad apts sleep 14, metro*wifi";"Vie";"Bronx";"Eastchester";40.88017;-73.83574;"Entire home/apt";475;2;0;13;359
0.0;"Sonder | 180 Water | Contemporary 1BR + Rooftop";"Sonder";"Manhattan";"Financial District";40.70788;-74.00484;"Entire home/apt";217;29;0;96;9
5.26;"Great two Bedroom Apartment - 20 mins from NYC.";"Amado";"Brooklyn";"Bushwick";40.68842;-73.91465;"Entire home/apt";175;1;54;2;137
2.43;"Cozy 1 bedroom apartment in trendy Bushwick.";"Jorge";"Brooklyn";"Bushwick";40.6944;-73.9242;"Entire home/apt";90;3;26;1;3
2.97;"The GEORGE at Lincoln Center: Duplex, UWS/Times Sq";"Chrisann";"Manhattan";"Upper West Side";40.77425;-73.98122;"Entire home/apt";299;3;33;1;96
4.06;"Amazing room & private en-suite bath in Brooklyn!";"Rashmi";"Brooklyn";"Bedford-Stuyvesant";40.69038;-73.93101;"Private room";79;3;44;1;91
4.05;"Luxurious Hell’s Kitchen Famous Vibrant NYC!";"Douglas";"Manhattan";"Hell's Kitchen";40.7645;-73.98788;"Entire home/apt";285;2;44;3;70
3.49;"Sweet room w/attached bath in center of Flushing.";"Liqin";"Queens";"Flushing";40.75889;-73.82104;"Private room";89;1;39;9;342
5.21;"Times Square  - JULY/AUG Special Price + Netflix";"Nate";"Manhattan";"Hell's Kitchen";40.76337;-73.9873;"Entire home/apt";159;2;58;1;124
0.99;"Private Bed & Bath in Heart of Downtown Manhattan";"Derek";"Manhattan";"Financial District";40.70668;-74.00727;"Private room";180;3;10;1;48
1.99;"�?人空间";"Jun Jun";"Queens";"Flushing";40.76084;-73.83233;"Private room";63;1;22;4;347
0.84;"Beautiful Private Bedroom/Kitchen studioPark Slope";"George";"Brooklyn";"Park Slope";40.67246;-73.97707;"Private room";125;5;7;1;180
1.0;"Sunny, Newly Renovated, Private Bushwick Room";"Sania";"Brooklyn";"Bushwick";40.70276;-73.92899;"Private room";70;1;1;1;39
3.65;"Woodside NY Cozy Room-15/20 mins from Time Square.";"Pao";"Queens";"Woodside";40.74344;-73.91076;"Private room";51;3;38;3;146
4.43;"Grand Suite in Historic Brownstone";"Michelle";"Brooklyn";"Crown Heights";40.67166;-73.94674;"Entire home/apt";115;3;34;4;249
2.96;"Private city getaway";"Jermaine";"Bronx";"Parkchester";40.83658;-73.86181;"Private room";55;1;32;1;333
0.0;"STUDIO IN VILLAGE CHARM~PERRY STREET!";"Pranjal";"Manhattan";"West Village";40.73485;-74.00313;"Entire home/apt";188;30;0;65;326
0.46;"2 beautiful & bright bedrooms in a renovated apt.";"Luis";"Queens";"Elmhurst";40.7335;-73.87571;"Private room";149;2;5;6;340
3.43;"4Js Home4You";"Joel And Jamila";"Brooklyn";"East Flatbush";40.65074;-73.91633;"Entire home/apt";55;1;38;3;311
2.28;"1 bedroom apt. in the heart of Upper West Side";"Kirill";"Manhattan";"Upper West Side";40.79291;-73.97599;"Entire home/apt";295;2;24;1;70
3.77;"Chinatown New York Apartment";"David";"Manhattan";"Chinatown";40.71591;-73.99721;"Entire home/apt";125;30;39;1;32
0.36;"Sunny, Spacious Bedroom 1/2 Block from Ft Green Pk";"Omar";"Brooklyn";"Fort Greene";40.68811;-73.97539;"Private room";52;4;4;1;329
2.1;"times sq 5 STAR quiet, stylish, safe, doorman bldg";"Ros";"Manhattan";"Hell's Kitchen";40.75953;-73.98938;"Entire home/apt";151;6;22;2;56
0.82;"Beautiful, clean bedroom close to Central Park!";"Jane";"Manhattan";"East Harlem";40.79657;-73.94932;"Private room";90;4;9;1;13
0.46;"Cozy large private room near Times Square 31C3";"John";"Manhattan";"Hell's Kitchen";40.75526;-73.99719;"Private room";55;7;5;47;342
0.65;"Large cozy NY room near Times Square 51E4";"John";"Manhattan";"Hell's Kitchen";40.75412;-73.99651;"Private room";55;7;1;47;360
0.21;"Van Cortlandt Multi-Unit Building";"Marcia";"Bronx";"Kingsbridge";40.88445;-73.89663;"Private room";50;1;1;1;61
0.33;"Queens Apartment Private Room";"Ada";"Queens";"Jackson Heights";40.75047;-73.88216;"Private room";89;4;2;2;175
0.23;"AWESOME MODERN ROOM IN CHARMING AREA+ SWEET ROOF C";"Katie Graham";"Brooklyn";"Clinton Hill";40.69473;-73.96165;"Private room";90;30;1;6;281
3.02;"Charming two-bedroom suite in Rockaway Beach";"Margaret";"Queens";"Belle Harbor";40.57491;-73.84962;"Entire home/apt";200;1;32;2;324
0.0;"Big Lofty Apartment with Beautiful Rooftop";"Alexandra";"Brooklyn";"Williamsburg";40.71684;-73.94565;"Private room";165;3;0;1;89
0.32;"Private Room+Bathroom in DUMBO in luxury building";"Agnese";"Brooklyn";"Vinegar Hill";40.69949;-73.98319;"Private room";116;3;2;3;16
0.82;"Studio Gem in Heart of Manhattan (Chelsea)";"Andrei";"Manhattan";"Chelsea";40.74554;-74.00595;"Entire home/apt";150;2;7;1;3
4.98;"Eco Chic Bedroom in Amazing Neighborhood";"Gennaro";"Brooklyn";"Cobble Hill";40.68517;-73.99545;"Private room";80;7;54;2;311
0.11;"Clean & Sunny room in UES, Doorman+Sunroof+GYM";"Dafna Irit";"Manhattan";"Upper East Side";40.77742;-73.94687;"Private room";70;7;1;2;33
5.27;"Spacious room with private bathroom";"Siham";"Brooklyn";"Bedford-Stuyvesant";40.68592;-73.92331;"Private room";65;1;56;2;49
1.17;"Brand New Brooklyn Apartment";"Vanessa";"Brooklyn";"Dyker Heights";40.61968;-74.00656;"Entire home/apt";170;4;12;1;308
1.61;"The St Marks: A large 7 bedroom 15 mins to Manhtan";"Jenn & JJ";"Brooklyn";"Crown Heights";40.67578;-73.94159;"Entire home/apt";689;2;18;1;340
0.0;"Studio in the Heart of East Village";"Danielle";"Manhattan";"East Village";40.72951;-73.98576;"Entire home/apt";120;2;0;1;39
0.0;"VIP staycation deluxe movie theater indoor pool";"Journey";"Queens";"Jamaica Estates";40.71927;-73.7868;"Entire home/apt";275;1;0;2;329
0.27;"Williamsburg Loft Private Bedroom";"Marissa";"Brooklyn";"Williamsburg";40.71547;-73.94686;"Private room";125;2;3;1;54
3.19;"Large sun drenched queen bedroom in Brooklyn Loft";"Tina";"Brooklyn";"Bushwick";40.70881;-73.92084;"Private room";100;3;29;3;31
0.48;"Charming Carnegie Hill Bedroom";"Theodore";"Manhattan";"East Harlem";40.78899;-73.95204;"Private room";150;1;5;1;83
0.76;"Best Apartment in Bay Ridge";"Izzie";"Brooklyn";"Bay Ridge";40.63348;-74.03088;"Entire home/apt";100;2;8;1;46
0.11;"Fire Escape + Roof Views 30-min from Manhattan";"Arianna";"Brooklyn";"Bushwick";40.68643;-73.91552;"Private room";39;31;1;1;35
2.39;"Private bed & Bath 1/2 block from the A Express!";"Amy";"Manhattan";"Washington Heights";40.85199;-73.93701;"Private room";90;2;24;1;119
3.2;"Lovely 3 bedroom Townhouse in BK Historic District";"Lee + Amber";"Brooklyn";"Prospect-Lefferts Gardens";40.6626;-73.95598;"Entire home/apt";195;3;33;1;241
0.11;"Super Cute 1 Bedroom Best Location";"Corporate Housing";"Manhattan";"Kips Bay";40.74211;-73.97887;"Entire home/apt";142;30;1;91;364
1.73;"LUXURY STAYING IN BROOKLYN (Bed-Stuy)";"Deniz";"Brooklyn";"Bedford-Stuyvesant";40.67772;-73.9233;"Private room";55;2;18;1;310
0.32;"1 Bedroom off Columbus fit for a King";"Corporate Housing";"Manhattan";"Upper West Side";40.78488;-73.97325;"Entire home/apt";142;30;3;91;213
0.44;"Sunny Master Bedroom In Prime Williamsburg 30 Days";"Joe And Shelly";"Brooklyn";"Williamsburg";40.70722;-73.94121;"Private room";65;27;4;2;154
0.1;"Fort Greene two bedroom, quiet and peaceful";"Mark";"Brooklyn";"Fort Greene";40.69488;-73.97222;"Entire home/apt";200;7;1;3;163
2.53;"Grand 2 bed Apartment in Heart of Harlem";"Alli";"Manhattan";"East Harlem";40.80226;-73.93583;"Entire home/apt";175;3;27;2;128
0.1;"Large studio apt in Grammercy";"Shivani";"Manhattan";"Kips Bay";40.73995;-73.98401;"Entire home/apt";150;15;1;1;5
0.74;"Loft Style Bushwick Apartment";"Tobias";"Brooklyn";"Bushwick";40.70432;-73.91897;"Private room";59;5;8;1;177
0.28;"The Pit of Despair";"Yianni";"Manhattan";"Upper East Side";40.78117;-73.95688;"Private room";105;1;3;1;90
4.86;"Large comfortable home 2 blocks from Times Square";"Genisley";"Manhattan";"Hell's Kitchen";40.76228;-73.99026;"Entire home/apt";195;2;53;1;150
5.87;"Zen Room in Prime Bushwick";"Yuting";"Brooklyn";"Bushwick";40.69673;-73.92338;"Private room";55;1;64;3;149
0.16;"Authentic NYC Getaway - Large 2BR w Priv Rooftop";"Barron";"Brooklyn";"Williamsburg";40.71722;-73.95361;"Entire home/apt";200;2;1;1;27
1.94;"Luxury Private Condo/Apartment";"Markus";"Brooklyn";"Crown Heights";40.67512;-73.94192;"Private room";82;2;21;1;175
5.5;"Chic Designer Home Guest Studio";"Maggie";"Queens";"Forest Hills";40.73469;-73.85426;"Entire home/apt";65;2;59;2;127
0.0;"CLEAN PRIVATE bathroom in Newly built in 2014";"Momoyo";"Queens";"Elmhurst";40.73874;-73.87615;"Private room";59;29;0;7;41
0.21;"4Js Room4You";"Joel And Jamila";"Brooklyn";"East Flatbush";40.65068;-73.91811;"Private room";75;1;2;3;125
1.32;"Modern & Airy 1 Bedroom Apt in heart of Greenpoint";"Miriam";"Brooklyn";"Greenpoint";40.73357;-73.95908;"Entire home/apt";136;2;13;1;3
0.39;"Room4You by 4Js";"Joel And Jamila";"Brooklyn";"East Flatbush";40.65181;-73.91672;"Private room";65;1;4;3;125
1.37;"Convenient & Sunny Room Close to Central Park";"Marlon";"Manhattan";"East Harlem";40.79836;-73.94272;"Private room";49;5;14;6;12
0.23;"Large sunny 1 bedroom  with everything you need";"Chelsea";"Brooklyn";"Carroll Gardens";40.68307;-73.99226;"Entire home/apt";160;4;2;1;4
